age,Computer,TV,Cellphone,Software,Frequency3,Monetary3,Monetary60
37,3,2,0,3,8,1590402.48439034,5437783.1608866
30,2,1,1,5,9,2424442.18314545,5870334.16592275
40,2,0,2,2,6,1633677.67077769,5122691.54911683
23,5,0,0,0,5,1427806.99036564,2441333.37140854
40,5,1,1,2,9,1703339.47315483,3340609.17576806
18,1,0,2,7,10,2061825.3065736,4993668.04965057
33,2,2,0,5,9,1314269.19377559,5699968.35194714
40,2,0,1,6,9,2307805.50538579,9154240.08068139
11,6,1,1,7,15,2323269.44535351,11181578.107087402
24,1,2,1,3,7,1736156.54340147,5899638.00392937
37,0,3,1,1,5,1316498.40748516,7608073.06867669
18,0,0,0,3,3,1292240.54148103,2401322.43761583
26,4,2,2,2,10,2681313.29227859,7086347.47648893
14,3,3,0,2,8,1903180.38391169,7125333.31099979
15,3,0,2,7,12,1827106.47136254,4996231.88618049
32,2,3,2,5,12,2703615.78739573,4685991.88054363
24,1,1,1,2,5,1457484.83470151,2866718.02132815
16,5,1,2,1,9,1855961.57662459,7347636.59934661
35,4,1,0,3,8,1943364.63664214,6115755.81120208
30,3,2,0,1,6,1288152.79020363,2194789.65373577
27,0,0,2,2,4,1488718.44727297,3260973.12698145
20,5,2,2,3,12,2747264.72136198,8552484.43139361
35,3,2,0,3,8,1943885.5453146999,5848304.36494019
29,1,2,0,4,7,1575085.13566347,6052094.53017892
13,6,2,2,4,14,1844486.10978042,8114095.17128569
36,3,3,2,7,15,2570467.68055473,9658334.79598003
11,6,1,0,6,13,2068024.15240168,7016502.75866623
17,5,3,2,0,10,2350574.66160945,6559514.28220323
26,3,2,0,6,11,2120647.20700969,7657048.32906896
32,6,0,1,4,11,2003513.50039879,6074766.70106224
31,5,3,2,6,16,3488679.66421451,9702160.38153412
40,4,2,2,1,9,1597539.0786446,3104937.63647603
26,3,2,1,6,12,2467539.2804003,7216524.15670066
27,3,2,0,3,8,1774755.65939483,7504151.09890199
31,4,3,0,7,14,2123317.26543374,6746749.29496951
36,4,3,1,1,9,1791195.39900364,4513177.37864695
11,4,3,0,5,12,2475685.01519718,7226547.14546551
38,5,3,1,3,12,1927819.80497846,7937461.17253402
39,3,3,1,3,10,1859202.99095358,5074892.83919674
27,5,3,0,0,8,1582548.95125023,5280015.76466687
31,0,2,2,6,10,2050538.33515964,8317533.42688812
17,4,3,0,6,13,1843742.68270823,10534766.1359885
33,2,3,2,2,9,2076410.8833585,9505411.60594706
28,5,1,2,0,8,1690642.89505607,4873507.35825759
13,3,1,0,4,8,1656277.22422997,7499740.82616313
27,4,2,1,4,11,1949160.79967747,4219528.04466876
10,6,0,1,2,9,1346210.03040793,5016339.41768267
14,6,3,1,0,10,1836684.8568343003,8520638.53564495
27,1,1,0,0,2,1180564.27832392,4214904.57584423
19,2,3,2,2,9,1864307.80863019,6135311.38535781
23,3,1,2,5,11,1821601.8056695,5870043.17658113
12,4,1,2,6,13,2509991.57992953,5158625.25347739
25,1,3,1,1,6,2162631.48885705,8663273.56672109
19,0,2,0,7,9,2027153.49306706,7244488.2549358
30,4,0,2,6,12,1664423.0263435,1895293.92879761
27,2,0,0,4,6,1264573.60367772,5419596.20950659
13,4,3,1,4,12,2032953.19963986,6928768.29189855
14,3,1,2,0,6,1452292.39128025,3106266.11115956
38,1,0,1,1,3,1706326.25806225,3290658.77032621
27,2,1,1,5,9,2183444.90244818,3046794.50770314
10,2,3,2,3,10,2265549.25597873,3812831.54741681
39,1,0,0,4,5,1500513.19086091,773562.956884335
38,2,0,1,3,6,1491851.25310828,3299784.81506495
18,6,0,0,6,12,2835711.22011694,7334103.58996467
21,5,3,1,1,10,1966979.28730641,7503270.52324928
40,5,3,0,3,11,1961322.28500465,6900593.50155849
11,2,0,0,2,4,1681011.02478391,6822052.37363185
35,3,3,0,6,12,1739107.90056207,10111174.3472975
32,2,3,0,5,10,2183608.83634732,6614947.03867725
24,0,1,1,2,4,1608443.96658752,803836.007229051
10,4,1,1,3,9,1962997.51688894,6642290.38370914
32,3,1,1,7,12,1826325.47590582,3433640.75931279
36,3,0,2,2,7,827034.408807863,5945164.06102828
23,6,1,0,1,8,1506888.95598942,3700878.66500736
16,5,0,1,2,8,1850700.43232155,6059931.87141653
11,5,0,2,1,8,1487132.27271064,5030052.22257347
13,2,1,1,6,10,2003904.1195913998,8349799.09219621
16,1,1,2,7,11,2590224.44906881,5646248.79912065
11,3,0,1,6,10,2101432.66275042,5050676.7600793
10,6,2,0,0,8,1501169.92933856,4169094.63633666
19,4,1,2,1,8,1486302.25032791,7957094.66621525
12,6,3,0,4,13,1956572.42308296,7653550.26980825
13,3,3,1,7,14,2507036.97036844,9886640.7860181
15,6,0,1,0,7,1639104.27678861,4816319.78467055
35,4,1,1,2,8,1663026.09898352,5966263.56224672
29,5,0,0,0,5,1282523.41558255,4270855.96063671
29,4,1,2,2,9,1954137.89860488,4489440.90043526
28,1,0,1,5,7,1442581.24067483,7262358.35516683
23,0,3,2,6,11,2542367.98807153,5804233.66621311
22,6,2,0,4,12,1797750.17140972,6260597.94982447
12,4,1,1,4,10,1695893.86444682,3093088.16712813
11,0,2,1,5,8,2366371.05449902,5782058.52130665
39,2,3,0,7,12,2616465.59626058,7856216.85999316
32,5,3,2,7,17,2398819.79319104,9303431.03386058
25,6,2,1,6,15,2436160.49124768,8070021.74060165
28,3,1,1,4,9,1655905.35465435,5294002.89197625
40,0,1,1,6,8,1994169.41724946,4695893.72254333
25,0,3,2,4,9,2051156.49099972,6899591.73430063
18,1,2,0,2,5,1072861.84726405,5100521.4549125
37,5,3,2,3,13,2238356.53761489,10035361.4149734
39,6,2,2,6,16,2787939.76240202,9827670.32414524
22,3,0,1,4,8,1379579.42716145,5908174.34318247
27,4,0,2,1,7,2022500.35934985,7550819.78236485
36,5,2,0,5,12,2467324.26462303,8372906.71673914
34,1,1,2,4,8,1787586.64988592,4555306.08853869
29,5,1,2,5,13,2127361.32386459,9333010.59565623
16,2,2,1,7,12,2432098.56956454,6776641.4790952
15,6,3,1,4,14,2350680.18201549,9804082.13799496
19,0,1,1,4,6,1485766.62045288,3283885.13523552
10,4,3,2,1,10,2059767.8134915,6397598.55803911
39,0,3,0,1,4,1317507.6261791,4309248.46708322
33,5,1,0,3,9,1637969.08607134,2906433.54734514
14,5,1,0,6,12,2166325.29893399,7615160.22419459
37,0,1,2,6,9,1897910.66103823,7394249.29602169
10,3,0,1,0,4,1566090.4346667,5240683.57253371
22,1,0,2,6,9,2033176.34830766,4720758.35903222
17,4,3,2,0,9,1791739.9875503997,5772827.09844393
25,4,2,1,5,12,2424235.12307784,8293999.51947443
33,2,0,2,7,11,2452059.48243871,4366872.73934977
11,5,1,2,3,11,2717864.90949181,4083406.48610288
17,4,2,1,2,9,2456932.64544705,6327361.19045942
22,1,1,2,5,9,1900716.51910789,6871503.91477538
11,3,1,1,4,9,2033387.06154158,6531421.58135669
19,2,2,2,4,10,2107281.88516768,8242107.83238299
23,1,1,0,4,6,1843986.31568956,4549129.67523233
21,1,2,0,2,5,1378671.38144144,3793348.44670938
20,5,3,0,2,10,1694242.67588214,7671364.41386818
40,4,0,0,3,7,1199641.38469145,4874931.95357935
21,3,3,1,5,12,2014075.51430599,8708335.92958736
13,4,2,1,3,10,2086453.73730739,7547409.49906238
40,5,1,2,3,11,2305978.36600893,5465331.49177689
33,3,1,1,0,5,1578300.82447192,2887232.10483465
31,4,3,2,6,15,3039954.83689765,8982156.81467093
21,6,0,1,5,12,2413504.91766537,5471848.34031563
10,4,0,1,7,12,1702851.61254914,6001212.50200744
23,1,2,1,4,8,1154131.597251,5493203.37638159
28,5,2,1,7,15,2123210.48350511,6049760.34998232
29,0,1,1,5,7,1581544.78941178,5496848.85779314
18,2,3,1,3,9,1537484.90408028,4559220.281890099
19,5,3,1,2,11,2042027.1082203998,6357643.80042867
38,6,2,0,5,13,2869800.35440701,3551456.25581375
14,3,1,2,3,9,1296488.50828505,3962465.70165932
17,0,3,2,5,10,2055692.3328133998,6673459.01875266
30,3,0,2,5,10,2021228.37698192,6660741.68953019
28,3,0,2,3,8,1647455.08326232,5042957.557572
14,3,2,2,5,12,2932030.20825283,5460740.70170853
32,1,2,1,6,10,2285545.66441762,2523439.15442262
36,5,0,2,6,13,2124056.35212262,5522401.30099541
31,1,0,0,5,6,1617316.44259287,2047384.94871145
33,5,1,1,1,8,1714417.80328792,6349608.67860967
20,4,3,2,1,10,1783547.52443308,6987466.09316282
25,0,3,0,5,8,2001368.19583779,5527829.21467539
12,2,2,2,1,7,2126273.31904408,4792410.73606847
27,1,0,0,7,8,2363046.03956062,5443461.76044667
21,1,2,0,5,8,1735250.69748952,6338668.47110084
13,3,1,2,3,9,1546519.62032748,7789681.14679299
34,0,2,0,6,8,2177839.34629992,4946268.79838204
18,1,0,0,2,3,1048781.5310589,4741771.24280511
37,5,0,1,3,9,2154884.36354527,4787146.42810978
22,3,1,0,1,5,1464268.34943387,3989334.77881217
27,0,3,0,0,3,1161680.85531541,3716237.35127049
16,2,1,0,5,8,2164837.36757934,7729010.28762376
35,4,1,0,7,12,2452503.84550857,7988792.09422349
29,3,1,2,1,7,2092893.91840681,6154283.87046313
29,2,0,0,7,9,2041542.69294371,2292775.1399707994
16,3,0,1,4,8,1815153.10548798,4949023.85681254
32,3,1,2,1,7,2060214.95561908,5550575.63478799
20,1,0,0,4,5,1412646.00889115,5828097.99996908
27,1,0,0,1,2,1329160.70090507,3235211.20186075
15,4,0,0,4,8,1748608.5164450002,2381427.30313968
35,4,1,1,1,7,1158215.34300956,6005218.147954
21,6,3,2,5,16,2496704.19317362,9098994.80989772
30,2,1,2,5,10,1978861.81364889,6608947.45649453
10,0,0,2,1,3,1198919.88546598,1420827.9612846
37,3,0,0,3,6,1734823.42807454,4939624.63830283
40,1,1,2,2,6,1671858.5290132,5420137.81933463
39,6,0,1,0,7,2146031.37373642,5480243.50261832
36,5,2,0,5,12,2491524.62371899,2224119.21098577
26,2,2,1,5,10,1874310.6826884998,4700130.37045944
11,3,1,0,5,9,1641099.13841965,6039381.12152598
22,4,0,0,2,6,1989341.47681591,6309108.10287731
10,5,2,1,6,14,1987216.27116878,5662835.44360039
25,0,2,1,6,9,1706415.25054397,6883044.32932864
29,4,3,2,5,14,2342658.72020441,5192556.53594837
27,5,1,0,5,11,2334742.45005344,6878368.15183589
16,1,3,1,5,10,2590560.26699302,5214451.927330799
37,4,1,2,2,9,2446859.43676935,6777269.33443847
22,6,3,2,6,17,2379440.60136619,7551782.78535275
15,2,3,1,4,10,1646828.84875844,4496882.766848099
16,0,0,1,6,7,1602615.09700563,2136842.4177435003
21,5,1,1,2,9,1989075.81664987,8263801.15696036
33,0,0,0,5,5,1499210.19391878,2358438.66150365
25,6,2,0,2,10,1441501.9111456,10032878.2125693
20,5,1,2,6,14,2500174.23275314,7454366.21785384
16,0,2,2,3,7,1874201.27149161,4076918.62133012
28,5,0,1,6,12,2171319.85727998,8641767.17928999
21,0,2,1,3,6,1519807.67782805,3493373.60253042
15,4,0,2,6,12,1790188.64488097,6649426.73101421
36,2,2,2,1,7,1611237.85787209,5680178.14096004
22,2,3,0,2,7,1422126.88305226,6427722.82864247
11,2,3,1,3,9,1640560.31885926,3609336.88730863
30,3,0,2,3,8,1941260.63943191,4851302.62821875
24,5,1,2,0,8,2004407.31229303,4067836.16220275
36,2,3,2,6,13,1997461.18587698,7320613.92044292
32,4,1,0,7,12,2068558.14842784,10307191.7071696
15,0,0,1,1,2,1279094.01789417,4108200.36328597
16,5,0,1,1,7,2530760.1126402,5920480.67287527
21,4,3,1,5,13,1796140.05057588,7501725.111063001
27,1,2,2,1,6,1542695.75700139,5510511.857569001
26,1,2,1,6,10,2102993.93058891,2923356.57747295
17,3,1,0,1,5,1139488.61852856,6322961.51810216
29,0,2,2,2,6,1284304.44813857,2882812.96014786
33,5,3,2,3,13,2833610.08272189,9810170.64568252
38,3,2,2,5,12,3012902.30589251,7360427.57359941
11,5,1,1,0,7,1434837.90513354,4230951.20341375
22,1,2,2,6,11,1910394.80573109,7928136.20324596
13,5,2,0,2,9,1835649.72082846,6427551.63669181
14,3,0,0,2,5,1398406.89523584,3689852.9124144996
38,4,2,1,3,10,2474267.17581523,6496504.532542201
11,6,1,1,7,15,2095006.45278657,2102914.48721289
31,1,1,2,0,4,1154528.74690857,3966377.7586018997
16,6,0,1,0,7,2123955.90615405,6946684.88371295
18,1,0,2,4,7,1362364.3003765,7117811.14040024
13,3,0,1,0,4,1221326.42675751,3890525.88176652
13,4,3,2,7,16,1993134.9792882,6766716.44280924
39,3,2,0,2,7,1938504.21590243,6219096.16444992
16,0,3,1,6,10,1879704.78012781,9671333.28457246
19,6,2,0,1,9,2046329.45212462,6627546.32456949
36,3,1,0,5,9,1802093.5896803,4597581.23752393
27,4,0,0,2,6,1045213.20029067,4091634.04611376
22,5,0,2,5,12,1814746.70269299,3747066.13832838
22,3,2,2,5,12,2118398.29204035,7942599.2527228
10,4,1,0,3,8,1359433.94735194,6034919.72753138
15,3,2,1,6,12,1594036.16370999,5809685.74958024
39,6,0,1,5,12,1879300.70583486,9984740.03976207
25,5,1,1,3,10,1861401.27545434,6184666.65050637
40,1,2,1,4,8,1680899.28480624,5847064.33098499
14,1,2,2,3,8,2313253.69682713,4514790.61101378
24,1,1,0,1,3,1332278.88668836,3908519.86595703
34,6,2,2,5,15,2526393.67035372,4382646.60688947
11,2,2,2,2,8,1843450.99178998,6402485.25299618
12,5,0,0,2,7,1518895.09882768,9571283.93433955
26,2,1,1,6,10,1928038.64097204,9155874.62500891
17,3,0,1,0,4,1405010.17157259,2696418.70182711
25,3,1,2,5,11,1516172.38644963,5511549.34862874
11,4,2,0,1,7,1616740.81428832,5432595.28793729
33,6,0,1,3,10,1534131.10566971,7102846.4336419
40,4,1,0,6,11,2049169.65002144,8155767.43466188
38,1,3,1,7,12,2892697.44749259,5159481.3354683
33,6,3,0,3,12,1903587.59640146,8448857.84698961
21,3,2,1,0,6,1708282.14411915,7351324.11766388
30,6,2,1,0,9,1748924.86002307,5299592.81753568
18,6,2,0,0,8,1871187.34952055,6156401.94454649
23,4,2,2,1,9,2152545.09627184,2423361.36061115
35,2,2,0,5,9,1610559.48708166,5555642.95960691
15,1,2,0,1,4,1348146.03106588,1845929.7699953998
27,4,2,2,0,8,1708225.86407771,5220884.77249019
12,3,2,1,3,9,1814994.23190605,5138668.16147398
35,1,2,1,1,5,1606304.73574895,4755602.66749932
17,2,3,2,3,10,1801848.91314442,4047053.48957763
20,5,2,1,4,12,1787626.96623188,7747170.71647969
22,2,0,0,3,5,1837603.33347658,3833245.44758327
15,5,3,2,2,12,2005984.20965293,7514730.56077168
18,2,1,2,5,10,2274377.09109506,7200601.94847387
31,0,1,0,7,8,1780970.42363982,4328543.24396227
13,4,0,0,6,10,2068369.74771915,4117273.72804674
22,4,3,2,3,12,2089975.74562681,4208153.05165624
23,3,3,1,6,13,1880161.26441158,6410187.84744682
10,0,0,0,1,1,1136632.03743224,3012672.50013277
10,4,1,1,2,8,1412696.27256834,6197280.0354005
24,1,2,0,2,5,1288993.96546112,5698424.35726755
32,3,3,1,0,7,1548710.08037294,3791973.17112889
34,2,3,1,5,11,2251097.28515212,8162291.61180413
15,2,3,2,6,13,2605997.76937368,6371098.67447757
23,3,1,2,3,9,2017899.29524126,3100309.01861011
11,3,2,0,5,10,1487706.27397439,6301987.99427784
34,0,1,2,1,4,1261797.58545154,4387971.97095898
34,5,1,0,4,10,2466496.70790178,9056897.63714113
30,2,0,2,4,8,1393366.57828432,5229065.52555932
13,3,0,1,0,4,1460633.40147151,5176548.12780847
23,2,3,0,7,12,2263547.09047776,2615734.84849377
12,0,3,1,3,7,1755362.83913107,2055259.39500422
27,3,2,2,7,14,2132966.83345274,9675266.05007342
38,0,1,2,5,8,1795384.26646196,5549539.62986717
15,5,0,1,2,8,1856961.06144664,3359035.13820038
15,1,3,0,0,4,1398257.80983191,6945442.26318857
37,6,2,2,6,16,2464582.20023277,5756465.46434065
39,1,2,1,5,9,1942272.19450161,5800182.08622534
37,5,1,2,3,11,2685361.85538663,7760109.91184003
15,0,2,0,5,7,1746812.94845109,4427293.15343683
39,1,0,0,3,4,1775089.75295496,4526771.67934554
29,2,0,1,1,4,1490845.85010779,4735600.83776308
13,1,0,1,3,5,1400408.25057557,4050617.99589384
27,6,3,2,0,11,2175192.80059444,9875511.31434451
30,3,3,1,1,8,1764982.70873302,5741216.87284814
16,5,1,1,4,11,2681114.16934433,2912497.03458126
33,6,3,1,7,17,2880160.0685729,8260885.56557025
10,3,0,0,7,10,2202562.68319941,7595117.5990819
20,5,1,2,6,14,2769945.73736065,14590516.0024302
21,1,3,0,3,7,1652803.97945508,3138701.00545633
26,5,0,2,5,12,2765805.51289398,7639525.42777127
33,2,1,0,1,4,1280801.78175609,5242884.11959076
29,0,3,2,4,9,1865057.0534130002,6204483.3969920995
11,5,1,1,2,9,1333770.98914884,6510091.92477318
20,3,3,2,0,8,1743919.39077937,5469963.97900361
36,6,1,0,0,7,1511884.43060767,5389929.82308846
30,6,0,1,3,10,1716002.62768387,4797965.538757499
22,6,0,2,0,8,2343961.87259949,3397552.76339391
21,1,3,0,6,10,1572970.7533369,2969257.62237193
40,6,3,2,1,12,2571712.8317885,9722143.71523578
39,0,1,2,6,9,1792365.11692922,4973961.18294036
15,4,3,1,1,9,1893177.80400809,5195022.54381974
40,6,2,2,1,11,2029000.49089777,7502891.22672932
33,6,2,1,7,16,2845466.99223948,9187104.317327801
24,3,0,2,3,8,1888099.67805212,5982382.14797227
29,0,0,2,2,4,1100321.74444412,3634249.68367224
31,4,3,0,0,7,1476882.69160575,916949.577880102
13,4,3,2,0,9,2328552.76293321,5677004.79819384
39,3,0,1,4,8,1760952.02029853,3439534.79693447
35,4,2,2,3,11,2128721.18000455,5894239.38322656
24,2,0,1,4,7,1950297.95164456,4494730.00115241
25,3,0,0,2,5,1586895.47724078,6762965.41782319
23,4,1,0,2,7,1621104.54170135,5915489.06015711
34,5,0,1,3,9,1817475.04506441,5232227.26903339
24,4,3,0,0,7,1704529.8482513,5504194.653730201
36,2,2,0,6,10,1394825.76759,8693167.32636001
19,6,2,2,0,10,1424285.50687178,7948707.79659056
11,6,2,2,6,16,3015910.35449066,7925484.59729546
12,0,3,2,7,12,2474357.76379456,4969770.37593336
38,3,2,2,6,13,2670046.84024914,4205983.87665281
25,0,0,1,1,2,1008630.0790443001,268481.798839232
25,2,1,0,0,3,987630.171908743,2144217.4243475
30,5,2,1,4,12,2213606.04096893,6598878.61214462
13,0,3,2,0,5,1453719.72170076,5238395.8894598
20,1,0,2,7,10,1524826.80504597,5149963.19119162
14,1,1,1,2,5,1364004.92871777,5500577.79277232
13,1,0,0,7,8,1208894.41472611,5387285.3511935
23,3,0,2,0,5,1753745.68428566,5556730.37501609
23,2,2,1,1,6,1487290.86096824,3894864.6017016
28,2,0,1,1,4,1331637.50816679,3256744.74333379
32,3,2,2,7,14,2498313.23981072,6710796.72790942
13,6,1,1,5,13,2348578.0223172,7260201.22448568
39,0,3,0,7,10,2031047.68253064,6950051.7160205
25,4,3,2,5,14,3319537.05565109,6023513.93897601
19,0,0,1,7,8,2518505.17150911,6045336.85534005
38,4,2,2,1,9,1999499.25285831,1313987.62741649
24,2,1,2,4,9,1843160.18509091,7836845.64146711
26,4,2,0,4,10,1941689.72911819,6841600.72823362
38,0,1,1,6,8,2131824.91674508,3945767.04565735
10,5,1,2,3,11,2096994.77450284,4383540.65535296
12,1,3,0,5,9,2016693.61205568,4880999.42457404
27,4,0,0,7,11,1924210.0020538003,7703251.67996647
18,4,0,0,1,5,1907886.95678793,2543970.04690438
19,2,2,0,1,5,1962792.66492662,4649238.79972293
36,3,3,0,1,7,1397227.86869226,8465427.85216308
19,3,2,0,2,7,1345441.71014731,4249570.42943686
40,5,3,0,2,10,2214529.04663195,4350215.07580847
17,1,1,2,7,11,1863692.29590515,5546752.73969576
28,0,0,1,6,7,2113651.30338065,3386286.19992572
20,6,3,2,2,13,2264520.55575233,5154681.38410434
11,1,1,0,7,9,1928713.71759546,5383749.04679074
19,2,3,2,1,8,1521804.63467877,6495790.73292831
27,3,1,0,4,8,2149736.22885818,4720441.32065326
24,6,1,0,6,13,2208357.32690288,8449645.84990852
27,3,3,1,4,11,2082592.66444879,5629475.2027177
39,3,2,2,2,9,1695132.85479755,8351044.63761736
25,1,2,0,3,6,1428472.23068732,4919793.96642422
38,3,1,2,5,11,2589312.21678597,3320864.6378913997
28,2,2,1,4,9,1958743.13418188,5935120.65861838
11,4,2,0,7,13,2726982.460846,8255096.65066945
20,5,2,2,4,13,2927652.46211923,5148841.84482759
15,0,2,0,3,5,1559702.58919979,900654.432279425
37,1,2,0,1,4,1519472.74814879,7965999.91930704
17,0,3,2,1,6,1115148.06003162,5059135.20149277
23,0,1,1,4,6,1239729.55197308,4350340.09433703
12,5,0,0,1,6,1691445.03752073,2907582.30946715
29,5,3,1,2,11,1739171.82554488,5491904.48279625
36,6,2,2,2,12,2447556.13330817,8084697.12864072
20,5,0,1,3,9,2403221.87347004,2690841.4909544997
11,2,0,1,1,4,1425329.24930492,5165361.78452322
12,1,2,2,1,6,2014272.08044582,3950985.80864835
35,2,1,1,0,4,1582252.79290119,4112758.63051378
21,1,1,0,3,5,1212411.39329754,3835456.68135283
16,1,3,2,5,11,1616738.91606961,7431350.2563595995
29,0,2,1,1,4,1389033.39977513,2124767.76344261
36,3,3,0,7,13,1687999.65126324,8208897.33803256
21,6,1,2,7,16,2713195.9661651,9159999.30652118
10,5,2,2,2,11,2387791.21181292,8076505.26383392
29,6,2,1,2,11,2389209.16517048,5476471.30690746
16,2,3,2,6,13,2371562.2198851,3523188.14345151
28,4,3,2,5,14,1979506.74779711,7361440.55615922
14,0,2,2,4,8,1586812.48564271,6530831.55341388
28,1,2,0,0,3,1168008.01188676,3888156.07665676
25,3,0,0,6,9,1942154.65700294,5365561.36771557
25,5,3,2,5,15,2198631.42547634,7727640.29559418
20,4,0,2,7,13,2248669.04171114,7250642.08717861
17,3,1,2,1,7,1442922.5184341,7040747.32571943
12,3,1,1,2,7,1713120.10475547,5792037.63526943
17,4,1,1,6,12,2850254.46685249,1486365.28931154
24,1,2,0,5,8,1172709.54636143,6887558.29617869
28,1,0,2,6,9,1915429.48004043,8685652.74402536
28,1,2,2,4,9,1177023.9419781,4673338.6451148
33,1,1,2,6,10,1679888.53543873,222138.81604758
20,2,0,0,4,6,1622412.66483939,4680486.68927997
35,4,2,2,4,12,2476164.74826515,7077311.54879809
13,3,0,0,0,3,1368050.37080141,1439304.32305374
21,4,3,0,3,10,1808174.14267072,8145796.86102135
17,6,3,1,4,14,2552832.16271425,3937567.89780069
36,6,1,2,4,13,2690234.53184461,6624027.136811799
25,4,0,0,3,7,1447808.9864921998,5384128.42533663
40,5,3,0,1,9,1979046.30868031,7070386.12190337
10,3,0,2,1,6,1190304.23205217,4347986.83947072
18,3,2,0,5,10,2139318.06105227,6946370.94374374
18,2,3,1,4,10,1895247.82329854,5990269.11647658
13,6,0,0,2,8,1606663.08410106,4882035.10131447
37,1,3,1,7,12,2095608.28330234,6009370.51421446
28,2,1,1,3,7,1661997.58669837,5126889.66602321
12,0,0,2,4,6,2035163.06505454,4899309.15099001
35,4,2,1,4,11,2169296.69718723,6532373.14050821
37,4,2,0,2,8,1577632.00814315,3266223.21711898
32,4,0,1,6,11,1967067.96412553,6640512.40061579
27,2,0,1,1,4,1550972.05221105,6554166.79544789
11,0,2,1,4,7,1588032.38855684,4883730.54211861
38,0,1,1,3,5,1348917.78011544,4741927.10739459
34,4,1,2,7,14,2443051.04459121,5366079.37886537
10,1,0,1,4,6,1384610.1823983,5390174.32986657
33,2,3,2,6,13,2335618.87240828,6924429.20523348
19,3,0,2,4,9,1888233.17186242,7179453.64968134
33,5,0,2,1,8,2211347.41157752,4915687.54525971
21,1,0,2,3,6,1811214.90926522,4478577.95328122
12,1,3,0,5,9,2297660.69269843,6498148.86362614
25,4,2,0,4,10,1914613.33837754,6856931.64990622
29,3,1,1,6,11,2067152.46898136,5892384.29887353
30,0,3,2,4,9,2036686.85720105,9514897.32572309
19,2,1,1,4,8,1893152.8376378997,5377439.00557516
24,5,1,0,0,6,1977088.07323286,6280617.0578616
40,1,3,0,4,8,1380164.15772652,4899067.4980096
17,3,0,0,6,9,2279273.09784091,3266136.35314312
13,5,2,1,4,12,1383200.89201183,7794836.95436187
18,4,1,0,4,9,1506932.40625688,6631886.66284999
18,3,3,0,3,9,1967282.75772165,5898411.69429313
37,6,0,2,6,14,2675329.30201355,6398084.93304128
25,3,1,0,4,8,1655498.95967551,4317001.05795679
11,6,3,2,2,13,1671685.69977517,4661543.73128469
20,1,2,2,6,11,1759447.93912933,5977878.88963251
27,0,2,2,5,9,1950051.51112239,8145303.67002632
11,2,0,0,6,8,1321001.81866578,4953533.93194098
32,2,3,2,0,7,1708305.80991143,6133807.85047552
22,2,0,0,2,4,1535712.22121557,4215801.02405431
30,6,2,0,1,9,1683872.89959163,3109815.67605897
37,0,3,1,6,10,2159707.13987042,4716612.29663637
18,3,1,1,7,12,1924292.07904144,6569035.84962595
